obligation_id,target_module_path,target_symbol,target_source_path,is_constant_literal_result,is_executed,is_broad_appendix_grammar_row,uses_appendix_b_composite_target,passes_quality_gate
def.StringBytesStoreDomains,HelloUltraviolet::Reference::ModalTypes,runModalTypesStringsReference,Source/Reference/ModalTypes/Strings.uv,false,true,false,false,true
def.ViewBytes,HelloUltraviolet::Reference::ModalTypes,runModalTypesStringsReference,Source/Reference/ModalTypes/Strings.uv,false,true,false,false,true
def.ByteSeqOf,HelloUltraviolet::Reference::ModalTypes,runModalTypesStringsReference,Source/Reference/ModalTypes/Strings.uv,false,true,false,false,true
def.ByteLen,HelloUltraviolet::Reference::ModalTypes,runModalTypesStringsReference,Source/Reference/ModalTypes/Strings.uv,false,true,false,false,true
def.StringValueTypes,HelloUltraviolet::Reference::ModalTypes,runModalTypesStringsReference,Source/Reference/ModalTypes/Strings.uv,false,true,false,false,true
def.StringBytesJudgementSet,HelloUltraviolet::Reference::ModalTypes,runModalTypesStringsReference,Source/Reference/ModalTypes/Strings.uv,false,true,false,false,true
req.StringLiteralStorage,HelloUltraviolet::Reference::ModalTypes,runModalTypesStringsReference,Source/Reference/ModalTypes/Strings.uv,false,true,false,false,true
rule.13.StringFrom-Ok,HelloUltraviolet::Reference::ModalTypes,runModalTypesStringsReference,Source/Reference/ModalTypes/Strings.uv,false,true,false,false,true
rule.13.StringAsView-Ok,HelloUltraviolet::Reference::ModalTypes,runModalTypesStringsReference,Source/Reference/ModalTypes/Strings.uv,false,true,false,false,true
rule.13.StringSlice-Ok,HelloUltraviolet::Reference::ModalTypes,runModalTypesStringsReference,Source/Reference/ModalTypes/Strings.uv,false,true,false,false,true
rule.13.StringToManaged-Ok,HelloUltraviolet::Reference::ModalTypes,runModalTypesStringsReference,Source/Reference/ModalTypes/Strings.uv,false,true,false,false,true
rule.13.StringCloneWith-Ok,HelloUltraviolet::Reference::ModalTypes,runModalTypesStringsReference,Source/Reference/ModalTypes/Strings.uv,false,true,false,false,true
rule.13.StringAppend-Ok,HelloUltraviolet::Reference::ModalTypes,runModalTypesStringsReference,Source/Reference/ModalTypes/Strings.uv,false,true,false,false,true
rule.13.StringLength,HelloUltraviolet::Reference::ModalTypes,runModalTypesStringsReference,Source/Reference/ModalTypes/Strings.uv,false,true,false,false,true
rule.13.StringIsEmpty,HelloUltraviolet::Reference::ModalTypes,runModalTypesStringsReference,Source/Reference/ModalTypes/Strings.uv,false,true,false,false,true
def.StringViewOf,HelloUltraviolet::Reference::ModalTypes,runModalTypesStringsReference,Source/Reference/ModalTypes/Strings.uv,false,true,false,false,true
def.StringRuntimeLength,HelloUltraviolet::Reference::ModalTypes,stringRuntimeLengthReference,Source/Reference/ModalTypes/Strings.uv,false,true,false,false,true
def.StringManagedLoweringLayout,HelloUltraviolet::Audit,artifactProjectEmitLlExercise,Source/Audit/ArtifactProjectExecution.uv,false,true,false,false,true
def.StringViewLoweringLayout,HelloUltraviolet::Audit,artifactProjectEmitLlExercise,Source/Audit/ArtifactProjectExecution.uv,false,true,false,false,true
rule.13.Size-String-Managed,HelloUltraviolet::Reference::ModalTypes,sizeStringManagedReference,Source/Reference/ModalTypes/Strings.uv,false,true,false,false,true
rule.13.Align-String-Managed,HelloUltraviolet::Reference::ModalTypes,alignStringManagedReference,Source/Reference/ModalTypes/Strings.uv,false,true,false,false,true
rule.13.Layout-String-Managed,HelloUltraviolet::Reference::ModalTypes,layoutStringManagedReference,Source/Reference/ModalTypes/Strings.uv,false,true,false,false,true
rule.13.Size-String-View,HelloUltraviolet::Reference::ModalTypes,sizeStringViewReference,Source/Reference/ModalTypes/Strings.uv,false,true,false,false,true
rule.13.Align-String-View,HelloUltraviolet::Reference::ModalTypes,alignStringViewReference,Source/Reference/ModalTypes/Strings.uv,false,true,false,false,true
rule.13.Layout-String-View,HelloUltraviolet::Reference::ModalTypes,layoutStringViewReference,Source/Reference/ModalTypes/Strings.uv,false,true,false,false,true
rule.13.Size-String-Modal,HelloUltraviolet::Reference::ModalTypes,sizeStringModalReference,Source/Reference/ModalTypes/Strings.uv,false,true,false,false,true
rule.13.Align-String-Modal,HelloUltraviolet::Reference::ModalTypes,alignStringModalReference,Source/Reference/ModalTypes/Strings.uv,false,true,false,false,true
def.StringValueBits,HelloUltraviolet::Reference::ModalTypes,runModalTypesStringsReference,Source/Reference/ModalTypes/Strings.uv,false,true,false,false,true
def.DropManagedString,HelloUltraviolet::Reference::ModalTypes,runModalTypesStringsReference,Source/Reference/ModalTypes/Strings.uv,false,true,false,false,true
diag.StringTypes,HelloUltraviolet::Reference::ModalTypes,runModalTypesStringsReference,Source/Reference/ModalTypes/Strings.uv,false,true,false,false,true
grammar.BytesTypes.Syntax,HelloUltraviolet::Reference::ModalTypes,runModalTypesBytesReference,Source/Reference/ModalTypes/Bytes.uv,false,true,false,false,true
rule.13.Parse-Bytes-Type,HelloUltraviolet::Reference::ModalTypes,runModalTypesBytesReference,Source/Reference/ModalTypes/Bytes.uv,false,true,false,false,true
rule.13.Parse-BytesState-None,HelloUltraviolet::Reference::ModalTypes,runModalTypesBytesReference,Source/Reference/ModalTypes/Bytes.uv,false,true,false,false,true
rule.13.Parse-BytesState-Managed,HelloUltraviolet::Reference::ModalTypes,runModalTypesBytesReference,Source/Reference/ModalTypes/Bytes.uv,false,true,false,false,true
rule.13.Parse-BytesState-View,HelloUltraviolet::Reference::ModalTypes,runModalTypesBytesReference,Source/Reference/ModalTypes/Bytes.uv,false,true,false,false,true
def.TypeBytesAst,HelloUltraviolet::Reference::ModalTypes,runModalTypesBytesReference,Source/Reference/ModalTypes/Bytes.uv,false,true,false,false,true
def.BytesStateSet,HelloUltraviolet::Reference::ModalTypes,runModalTypesBytesReference,Source/Reference/ModalTypes/Bytes.uv,false,true,false,false,true
def.BytesBuiltinTable,HelloUltraviolet::Reference::ModalTypes,runModalTypesBytesReference,Source/Reference/ModalTypes/Bytes.uv,false,true,false,false,true
def.StringBytesBuiltinTable,HelloUltraviolet::Reference::ModalTypes,runModalTypesBytesReference,Source/Reference/ModalTypes/Bytes.uv,false,true,false,false,true
def.BytesBuiltinSig,HelloUltraviolet::Reference::ModalTypes,runModalTypesBytesReference,Source/Reference/ModalTypes/Bytes.uv,false,true,false,false,true
def.StringBytesBuiltinSig,HelloUltraviolet::Reference::ModalTypes,runModalTypesBytesReference,Source/Reference/ModalTypes/Bytes.uv,false,true,false,false,true
rule.13.WF-Bytes,HelloUltraviolet::Reference::ModalTypes,runModalTypesBytesReference,Source/Reference/ModalTypes/Bytes.uv,false,true,false,false,true
rule.13.Sub-Bytes-State,HelloUltraviolet::Reference::ModalTypes,runModalTypesBytesReference,Source/Reference/ModalTypes/Bytes.uv,false,true,false,false,true
req.BytesBuiltinsTyping,HelloUltraviolet::Reference::ModalTypes,runModalTypesBytesReference,Source/Reference/ModalTypes/Bytes.uv,false,true,false,false,true
def.SliceBytes,HelloUltraviolet::Reference::ModalTypes,runModalTypesBytesReference,Source/Reference/ModalTypes/Bytes.uv,false,true,false,false,true
def.BytesValueTypes,HelloUltraviolet::Reference::ModalTypes,runModalTypesBytesReference,Source/Reference/ModalTypes/Bytes.uv,false,true,false,false,true
def.BytesJudgementSet,HelloUltraviolet::Reference::ModalTypes,runModalTypesBytesReference,Source/Reference/ModalTypes/Bytes.uv,false,true,false,false,true
def.StringBytesJudgementSet,HelloUltraviolet::Reference::ModalTypes,runModalTypesBytesReference,Source/Reference/ModalTypes/Bytes.uv,false,true,false,false,true
rule.13.BytesWithCapacity-Ok,HelloUltraviolet::Reference::ModalTypes,runModalTypesBytesReference,Source/Reference/ModalTypes/Bytes.uv,false,true,false,false,true
rule.13.BytesFromSlice-Ok,HelloUltraviolet::Reference::ModalTypes,runModalTypesBytesReference,Source/Reference/ModalTypes/Bytes.uv,false,true,false,false,true
rule.13.BytesAsView-Ok,HelloUltraviolet::Reference::ModalTypes,runModalTypesBytesReference,Source/Reference/ModalTypes/Bytes.uv,false,true,false,false,true
rule.13.BytesToManaged-Ok,HelloUltraviolet::Reference::ModalTypes,runModalTypesBytesReference,Source/Reference/ModalTypes/Bytes.uv,false,true,false,false,true
rule.13.BytesView-Ok,HelloUltraviolet::Reference::ModalTypes,runModalTypesBytesReference,Source/Reference/ModalTypes/Bytes.uv,false,true,false,false,true
rule.13.BytesViewString-Ok,HelloUltraviolet::Reference::ModalTypes,runModalTypesBytesReference,Source/Reference/ModalTypes/Bytes.uv,false,true,false,false,true
rule.13.BytesAsSlice-Ok,HelloUltraviolet::Reference::ModalTypes,runModalTypesBytesReference,Source/Reference/ModalTypes/Bytes.uv,false,true,false,false,true
rule.13.BytesAppend-Ok,HelloUltraviolet::Reference::ModalTypes,runModalTypesBytesReference,Source/Reference/ModalTypes/Bytes.uv,false,true,false,false,true
rule.13.BytesLength,HelloUltraviolet::Reference::ModalTypes,runModalTypesBytesReference,Source/Reference/ModalTypes/Bytes.uv,false,true,false,false,true
rule.13.BytesIsEmpty,HelloUltraviolet::Reference::ModalTypes,runModalTypesBytesReference,Source/Reference/ModalTypes/Bytes.uv,false,true,false,false,true
def.BytesViewOf,HelloUltraviolet::Reference::ModalTypes,runModalTypesBytesReference,Source/Reference/ModalTypes/Bytes.uv,false,true,false,false,true
def.BytesRuntimeLength,HelloUltraviolet::Reference::ModalTypes,bytesRuntimeLengthReference,Source/Reference/ModalTypes/Bytes.uv,false,true,false,false,true
def.BytesViewConversions,HelloUltraviolet::Reference::ModalTypes,bytesViewConversionsReference,Source/Reference/ModalTypes/Bytes.uv,false,true,false,false,true
def.BytesManagedLoweringLayout,HelloUltraviolet::Audit,artifactProjectEmitLlExercise,Source/Audit/ArtifactProjectExecution.uv,false,true,false,false,true
def.BytesViewLoweringLayout,HelloUltraviolet::Audit,artifactProjectEmitLlExercise,Source/Audit/ArtifactProjectExecution.uv,false,true,false,false,true
rule.13.Size-Bytes-Managed,HelloUltraviolet::Reference::ModalTypes,sizeBytesManagedReference,Source/Reference/ModalTypes/Bytes.uv,false,true,false,false,true
rule.13.Align-Bytes-Managed,HelloUltraviolet::Reference::ModalTypes,alignBytesManagedReference,Source/Reference/ModalTypes/Bytes.uv,false,true,false,false,true
rule.13.Layout-Bytes-Managed,HelloUltraviolet::Reference::ModalTypes,layoutBytesManagedReference,Source/Reference/ModalTypes/Bytes.uv,false,true,false,false,true
rule.13.Size-Bytes-View,HelloUltraviolet::Reference::ModalTypes,sizeBytesViewReference,Source/Reference/ModalTypes/Bytes.uv,false,true,false,false,true
rule.13.Align-Bytes-View,HelloUltraviolet::Reference::ModalTypes,alignBytesViewReference,Source/Reference/ModalTypes/Bytes.uv,false,true,false,false,true
rule.13.Layout-Bytes-View,HelloUltraviolet::Reference::ModalTypes,layoutBytesViewReference,Source/Reference/ModalTypes/Bytes.uv,false,true,false,false,true
rule.13.Size-Bytes-Modal,HelloUltraviolet::Reference::ModalTypes,sizeBytesModalReference,Source/Reference/ModalTypes/Bytes.uv,false,true,false,false,true
rule.13.Align-Bytes-Modal,HelloUltraviolet::Reference::ModalTypes,alignBytesModalReference,Source/Reference/ModalTypes/Bytes.uv,false,true,false,false,true
def.BytesValueBits,HelloUltraviolet::Reference::ModalTypes,runModalTypesBytesReference,Source/Reference/ModalTypes/Bytes.uv,false,true,false,false,true
def.DropManagedBytes,HelloUltraviolet::Reference::ModalTypes,runModalTypesBytesReference,Source/Reference/ModalTypes/Bytes.uv,false,true,false,false,true
diag.BytesTypes,HelloUltraviolet::Reference::ModalTypes,runModalTypesBytesReference,Source/Reference/ModalTypes/Bytes.uv,false,true,false,false,true
grammar.SafePointerTypes.Syntax,HelloUltraviolet::Reference::ModalTypes,runModalTypesPointersReference,Source/Reference/ModalTypes/Pointers.uv,false,true,false,false,true
rule.13.Parse-Safe-Pointer-Type-ShiftSplit,HelloUltraviolet::Reference::ModalTypes,runModalTypesPointersReference,Source/Reference/ModalTypes/Pointers.uv,false,true,false,false,true
rule.13.Parse-Safe-Pointer-Type,HelloUltraviolet::Reference::ModalTypes,runModalTypesPointersReference,Source/Reference/ModalTypes/Pointers.uv,false,true,false,false,true
rule.13.Parse-PtrState-None,HelloUltraviolet::Reference::ModalTypes,runModalTypesPointersReference,Source/Reference/ModalTypes/Pointers.uv,false,true,false,false,true
rule.13.Parse-PtrState-Valid,HelloUltraviolet::Reference::ModalTypes,runModalTypesPointersReference,Source/Reference/ModalTypes/Pointers.uv,false,true,false,false,true
rule.13.Parse-PtrState-Null,HelloUltraviolet::Reference::ModalTypes,runModalTypesPointersReference,Source/Reference/ModalTypes/Pointers.uv,false,true,false,false,true
rule.13.Parse-PtrState-Expired,HelloUltraviolet::Audit,artifactProjectEmitLlExercise,Fixtures/ArtifactProjects/EmitLlLibrary/Source/Library.uv,false,true,false,false,true
def.PtrStateSet,HelloUltraviolet::Reference::ModalTypes,runModalTypesPointersReference,Source/Reference/ModalTypes/Pointers.uv,false,true,false,false,true
def.SafePointerTypeForms,HelloUltraviolet::Reference::ModalTypes,runModalTypesPointersReference,Source/Reference/ModalTypes/Pointers.uv,false,true,false,false,true
rule.13.WF-Ptr,HelloUltraviolet::Reference::ModalTypes,runModalTypesPointersReference,Source/Reference/ModalTypes/Pointers.uv,false,true,false,false,true
def.SafePointerTraits,HelloUltraviolet::Reference::ModalTypes,runModalTypesPointersReference,Source/Reference/ModalTypes/Pointers.uv,false,true,false,false,true
rule.13.Sub-Ptr-State,HelloUltraviolet::Reference::ModalTypes,runModalTypesPointersReference,Source/Reference/ModalTypes/Pointers.uv,false,true,false,false,true
def.SafePointerRuntimeConstructors,HelloUltraviolet::Audit,artifactProjectEmitLlExercise,Fixtures/ArtifactProjects/EmitLlLibrary/Source/Library.uv,false,true,false,false,true
def.SafePointerValueType,HelloUltraviolet::Reference::ModalTypes,runModalTypesPointersReference,Source/Reference/ModalTypes/Pointers.uv,false,true,false,false,true
def.PtrStateImmediate,HelloUltraviolet::Reference::ModalTypes,runModalTypesPointersReference,Source/Reference/ModalTypes/Pointers.uv,false,true,false,false,true
def.PtrStateValid,HelloUltraviolet::Reference::ModalTypes,runModalTypesPointersReference,Source/Reference/ModalTypes/Pointers.uv,false,true,false,false,true
def.PtrAddrJudgementSet,HelloUltraviolet::Reference::ModalTypes,runModalTypesPointersReference,Source/Reference/ModalTypes/Pointers.uv,false,true,false,false,true
rule.13.ReadPtr-Safe,HelloUltraviolet::Reference::ModalTypes,runModalTypesPointersReference,Source/Reference/ModalTypes/Pointers.uv,false,true,false,false,true
rule.13.WritePtr-Safe,HelloUltraviolet::Reference::ModalTypes,runModalTypesPointersReference,Source/Reference/ModalTypes/Pointers.uv,false,true,false,false,true
rule.13.ReadPtr-Null,HelloUltraviolet::Audit,artifactProjectEmitLlExercise,Fixtures/ArtifactProjects/EmitLlLibrary/Source/Library.uv,false,true,false,false,true
rule.13.ReadPtr-Expired,HelloUltraviolet::Audit,artifactProjectEmitLlExercise,Fixtures/ArtifactProjects/EmitLlLibrary/Source/Library.uv,false,true,false,false,true
rule.13.WritePtr-Null,HelloUltraviolet::Audit,artifactProjectEmitLlExercise,Fixtures/ArtifactProjects/EmitLlLibrary/Source/Library.uv,false,true,false,false,true
rule.13.WritePtr-Expired,HelloUltraviolet::Audit,artifactProjectEmitLlExercise,Fixtures/ArtifactProjects/EmitLlLibrary/Source/Library.uv,false,true,false,false,true
rule.13.Size-Ptr,HelloUltraviolet::Reference::ModalTypes,sizeSafePointerReference,Source/Reference/ModalTypes/Pointers.uv,false,true,false,false,true
rule.13.Align-Ptr,HelloUltraviolet::Reference::ModalTypes,alignSafePointerReference,Source/Reference/ModalTypes/Pointers.uv,false,true,false,false,true
rule.13.Layout-Ptr,HelloUltraviolet::Reference::ModalTypes,layoutSafePointerReference,Source/Reference/ModalTypes/Pointers.uv,false,true,false,false,true
def.SafePointerSizeAlignEquations,HelloUltraviolet::Reference::ModalTypes,runModalTypesPointersReference,Source/Reference/ModalTypes/Pointers.uv,false,true,false,false,true
def.PtrDiagRefs,HelloUltraviolet::Reference::ModalTypes,runModalTypesPointersReference,Source/Reference/ModalTypes/Pointers.uv,false,true,false,false,true
def.SafePointerNicheSet,HelloUltraviolet::Reference::ModalTypes,runModalTypesPointersReference,Source/Reference/ModalTypes/Pointers.uv,false,true,false,false,true
def.SafePointerValidValue,HelloUltraviolet::Reference::ModalTypes,runModalTypesPointersReference,Source/Reference/ModalTypes/Pointers.uv,false,true,false,false,true
def.SafePointerValueBits,HelloUltraviolet::Reference::ModalTypes,runModalTypesPointersReference,Source/Reference/ModalTypes/Pointers.uv,false,true,false,false,true
diag.SafePointerTypes,HelloUltraviolet::Reference::ModalTypes,runModalTypesPointersReference,Source/Reference/ModalTypes/Pointers.uv,false,true,false,false,true
grammar.RawPointerTypes.Syntax,HelloUltraviolet::Reference::ModalTypes,runModalTypesPointersReference,Source/Reference/ModalTypes/Pointers.uv,false,true,false,false,true
rule.13.Parse-Raw-Pointer-Type,HelloUltraviolet::Reference::ModalTypes,runModalTypesPointersReference,Source/Reference/ModalTypes/Pointers.uv,false,true,false,false,true
def.RawPointerTypes.AST,HelloUltraviolet::Reference::ModalTypes,runModalTypesPointersReference,Source/Reference/ModalTypes/Pointers.uv,false,true,false,false,true
rule.13.WF-RawPtr,HelloUltraviolet::Reference::ModalTypes,runModalTypesPointersReference,Source/Reference/ModalTypes/Pointers.uv,false,true,false,false,true
def.RawPointerRuntimeValue,HelloUltraviolet::Audit,artifactProjectEmitLlExercise,Fixtures/ArtifactProjects/EmitLlLibrary/Source/Library.uv,false,true,false,false,true
rule.13.ReadPtr-Raw,HelloUltraviolet::Reference::ModalTypes,runModalTypesPointersReference,Source/Reference/ModalTypes/Pointers.uv,false,true,false,false,true
rule.13.WritePtr-Raw,HelloUltraviolet::Reference::ModalTypes,runModalTypesPointersReference,Source/Reference/ModalTypes/Pointers.uv,false,true,false,false,true
rule.13.WritePtr-Raw-Imm,HelloUltraviolet::Reference::ModalTypes,runModalTypesPointersReference,Source/Reference/ModalTypes/Pointers.uv,false,true,false,false,true
rule.13.Size-RawPtr,HelloUltraviolet::Reference::ModalTypes,sizeRawPointerReference,Source/Reference/ModalTypes/Pointers.uv,false,true,false,false,true
rule.13.Align-RawPtr,HelloUltraviolet::Reference::ModalTypes,alignRawPointerReference,Source/Reference/ModalTypes/Pointers.uv,false,true,false,false,true
rule.13.Layout-RawPtr,HelloUltraviolet::Reference::ModalTypes,layoutRawPointerReference,Source/Reference/ModalTypes/Pointers.uv,false,true,false,false,true
def.RawPointerValidValue,HelloUltraviolet::Reference::ModalTypes,runModalTypesPointersReference,Source/Reference/ModalTypes/Pointers.uv,false,true,false,false,true
def.RawPointerValueBits,HelloUltraviolet::Reference::ModalTypes,runModalTypesPointersReference,Source/Reference/ModalTypes/Pointers.uv,false,true,false,false,true
req.RawPointerLowering,HelloUltraviolet::Audit,artifactProjectEmitLlExercise,Fixtures/ArtifactProjects/EmitLlLibrary/Source/Library.uv,false,true,false,false,true
diag.RawPointerTypes,HelloUltraviolet::Reference::ModalTypes,runModalTypesPointersReference,Source/Reference/ModalTypes/Pointers.uv,false,true,false,false,true
grammar.FunctionTypes.Syntax,HelloUltraviolet::Reference::ModalTypes,runModalTypesFunctionTypesReference,Source/Reference/ModalTypes/FunctionTypes.uv,false,true,false,false,true
req.FunctionTypeTrailingComma,HelloUltraviolet::Reference::ModalTypes,runModalTypesFunctionTypesReference,Source/Reference/ModalTypes/FunctionTypes.uv,false,true,false,false,true
rule.13.Parse-Func-Type,HelloUltraviolet::Reference::ModalTypes,runModalTypesFunctionTypesReference,Source/Reference/ModalTypes/FunctionTypes.uv,false,true,false,false,true
rule.13.Parse-ParamType-Move,HelloUltraviolet::Reference::ModalTypes,runModalTypesFunctionTypesReference,Source/Reference/ModalTypes/FunctionTypes.uv,false,true,false,false,true
rule.13.Parse-ParamType-Plain,HelloUltraviolet::Reference::ModalTypes,runModalTypesFunctionTypesReference,Source/Reference/ModalTypes/FunctionTypes.uv,false,true,false,false,true
rule.13.Parse-ParamTypeList-Empty,HelloUltraviolet::Reference::ModalTypes,runModalTypesFunctionTypesReference,Source/Reference/ModalTypes/FunctionTypes.uv,false,true,false,false,true
rule.13.Parse-ParamTypeList-Cons,HelloUltraviolet::Reference::ModalTypes,runModalTypesFunctionTypesReference,Source/Reference/ModalTypes/FunctionTypes.uv,false,true,false,false,true
rule.13.Parse-ParamTypeListTail-End,HelloUltraviolet::Reference::ModalTypes,runModalTypesFunctionTypesReference,Source/Reference/ModalTypes/FunctionTypes.uv,false,true,false,false,true
rule.13.Parse-ParamTypeListTail-TrailingComma,HelloUltraviolet::Reference::ModalTypes,runModalTypesFunctionTypesReference,Source/Reference/ModalTypes/FunctionTypes.uv,false,true,false,false,true
rule.13.Parse-ParamTypeListTail-Cons,HelloUltraviolet::Reference::ModalTypes,runModalTypesFunctionTypesReference,Source/Reference/ModalTypes/FunctionTypes.uv,false,true,false,false,true
def.FunctionTypes.AST,HelloUltraviolet::Reference::ModalTypes,runModalTypesFunctionTypesReference,Source/Reference/ModalTypes/FunctionTypes.uv,false,true,false,false,true
rule.13.WF-Func,HelloUltraviolet::Reference::ModalTypes,runModalTypesFunctionTypesReference,Source/Reference/ModalTypes/FunctionTypes.uv,false,true,false,false,true
rule.13.T-Equiv-Func,HelloUltraviolet::Reference::ModalTypes,runModalTypesFunctionTypesReference,Source/Reference/ModalTypes/FunctionTypes.uv,false,true,false,false,true
rule.13.Sub-Func,HelloUltraviolet::Reference::ModalTypes,runModalTypesFunctionTypesReference,Source/Reference/ModalTypes/FunctionTypes.uv,false,true,false,false,true
rule.13.T-Proc-As-Value,HelloUltraviolet::Reference::ModalTypes,runModalTypesFunctionTypesReference,Source/Reference/ModalTypes/FunctionTypes.uv,false,true,false,false,true
diag.FunctionTypeCalls,HelloUltraviolet::Reference::ModalTypes,runModalTypesFunctionTypesReference,Source/Reference/ModalTypes/FunctionTypes.uv,false,true,false,false,true
def.FunctionRuntimeValue,HelloUltraviolet::Audit,artifactProjectEmitLlExercise,Source/Audit/ArtifactProjectExecution.uv,false,true,false,false,true
rule.13.EvalSigma-Call-Proc,HelloUltraviolet::Reference::ModalTypes,evalSigmaCallProcReference,Source/Reference/ModalTypes/FunctionTypes.uv,false,true,false,false,true
req.NamedProceduresFirstClass,HelloUltraviolet::Reference::ModalTypes,namedProceduresFirstClassReference,Source/Reference/ModalTypes/FunctionTypes.uv,false,true,false,false,true
rule.13.Size-Func,HelloUltraviolet::Reference::ModalTypes,sizeFuncReference,Source/Reference/ModalTypes/FunctionTypes.uv,false,true,false,false,true
rule.13.Align-Func,HelloUltraviolet::Reference::ModalTypes,alignFuncReference,Source/Reference/ModalTypes/FunctionTypes.uv,false,true,false,false,true
rule.13.Layout-Func,HelloUltraviolet::Reference::ModalTypes,layoutFuncReference,Source/Reference/ModalTypes/FunctionTypes.uv,false,true,false,false,true
req.FunctionTypeCallLowering,HelloUltraviolet::Audit,artifactProjectEmitLlExercise,Source/Audit/ArtifactProjectExecution.uv,false,true,false,false,true
diag.FunctionTypes,HelloUltraviolet::Reference::ModalTypes,runModalTypesFunctionTypesReference,Source/Reference/ModalTypes/FunctionTypes.uv,false,true,false,false,true
grammar.ClosureTypes.Syntax,HelloUltraviolet::Reference::ModalTypes,runModalTypesClosuresReference,Source/Reference/ModalTypes/Closures.uv,false,true,false,false,true
req.ClosureParamUnionParentheses,HelloUltraviolet::Reference::ModalTypes,runModalTypesClosuresReference,Source/Reference/ModalTypes/Closures.uv,false,true,false,false,true
rule.13.Parse-Closure-Type,HelloUltraviolet::Reference::ModalTypes,runModalTypesClosuresReference,Source/Reference/ModalTypes/Closures.uv,false,true,false,false,true
rule.13.Parse-Closure-Type-Empty,HelloUltraviolet::Reference::ModalTypes,runModalTypesClosuresReference,Source/Reference/ModalTypes/Closures.uv,false,true,false,false,true
rule.13.Parse-ClosureParamType-Grouped,HelloUltraviolet::Reference::ModalTypes,runModalTypesClosuresReference,Source/Reference/ModalTypes/Closures.uv,false,true,false,false,true
rule.13.Parse-ClosureParamType-Plain,HelloUltraviolet::Reference::ModalTypes,runModalTypesClosuresReference,Source/Reference/ModalTypes/Closures.uv,false,true,false,false,true
rule.13.Parse-ClosureParamTypeList-Empty,HelloUltraviolet::Reference::ModalTypes,runModalTypesClosuresReference,Source/Reference/ModalTypes/Closures.uv,false,true,false,false,true
rule.13.Parse-ClosureParamTypeList-Cons,HelloUltraviolet::Reference::ModalTypes,runModalTypesClosuresReference,Source/Reference/ModalTypes/Closures.uv,false,true,false,false,true
rule.13.Parse-ClosureParamTypeListTail-End,HelloUltraviolet::Reference::ModalTypes,runModalTypesClosuresReference,Source/Reference/ModalTypes/Closures.uv,false,true,false,false,true
rule.13.Parse-ClosureParamTypeListTail-TrailingComma,HelloUltraviolet::Reference::ModalTypes,runModalTypesClosuresReference,Source/Reference/ModalTypes/Closures.uv,false,true,false,false,true
rule.13.Parse-ClosureParamTypeListTail-Comma,HelloUltraviolet::Reference::ModalTypes,runModalTypesClosuresReference,Source/Reference/ModalTypes/Closures.uv,false,true,false,false,true
rule.13.Parse-ClosureDepsOpt-None,HelloUltraviolet::Reference::ModalTypes,runModalTypesClosuresReference,Source/Reference/ModalTypes/Closures.uv,false,true,false,false,true
rule.13.Parse-ClosureDepsOpt-Some,HelloUltraviolet::Reference::ModalTypes,runModalTypesClosuresReference,Source/Reference/ModalTypes/Closures.uv,false,true,false,false,true
rule.13.Parse-SharedDepList-Empty,HelloUltraviolet::Reference::ModalTypes,runModalTypesClosuresReference,Source/Reference/ModalTypes/Closures.uv,false,true,false,false,true
rule.13.Parse-SharedDepList-Single,HelloUltraviolet::Reference::ModalTypes,runModalTypesClosuresReference,Source/Reference/ModalTypes/Closures.uv,false,true,false,false,true
rule.13.Parse-SharedDepList-Cons,HelloUltraviolet::Reference::ModalTypes,runModalTypesClosuresReference,Source/Reference/ModalTypes/Closures.uv,false,true,false,false,true
rule.13.Parse-SharedDep,HelloUltraviolet::Reference::ModalTypes,runModalTypesClosuresReference,Source/Reference/ModalTypes/Closures.uv,false,true,false,false,true
def.TypeClosureAst,HelloUltraviolet::Reference::ModalTypes,runModalTypesClosuresReference,Source/Reference/ModalTypes/Closures.uv,false,true,false,false,true
def.ClosureDepsOpt,HelloUltraviolet::Reference::ModalTypes,runModalTypesClosuresReference,Source/Reference/ModalTypes/Closures.uv,false,true,false,false,true
req.ClosureTypeOwnershipBoundaries,HelloUltraviolet::Reference::ModalTypes,runModalTypesClosuresReference,Source/Reference/ModalTypes/Closures.uv,false,true,false,false,true
rule.13.WF-Closure,HelloUltraviolet::Reference::ModalTypes,runModalTypesClosuresReference,Source/Reference/ModalTypes/Closures.uv,false,true,false,false,true
rule.13.T-Equiv-Closure,HelloUltraviolet::Reference::ModalTypes,runModalTypesClosuresReference,Source/Reference/ModalTypes/Closures.uv,false,true,false,false,true
rule.13.Sub-Closure,HelloUltraviolet::Reference::ModalTypes,runModalTypesClosuresReference,Source/Reference/ModalTypes/Closures.uv,false,true,false,false,true
req.ClosureExpressionOwnership,HelloUltraviolet::Reference::ModalTypes,runModalTypesClosuresReference,Source/Reference/ModalTypes/Closures.uv,false,true,false,false,true
def.ClosureRuntimeValue,HelloUltraviolet::Audit,artifactProjectEmitLlExercise,Source/Audit/ArtifactProjectExecution.uv,false,true,false,false,true
req.ClosureOperationOwnership,HelloUltraviolet::Audit,artifactProjectEmitLlExercise,Source/Audit/ArtifactProjectExecution.uv,false,true,false,false,true
def.ClosureLoweringRep,HelloUltraviolet::Audit,artifactProjectEmitLlExercise,Source/Audit/ArtifactProjectExecution.uv,false,true,false,false,true
