index,id,kind,phase,strength,owner,internal_spec_line,file
3290,def.15.ContractPurityJudgementIntro,formal-definition,semantic-analysis,required,spec.procedures-contracts,54592,Compiler/Semantics/Declarations/Procedures.uv
3291,rule.15.Pure-Literal,formal-rule,semantic-analysis,required,spec.procedures-contracts,54605,Compiler/Semantics/Declarations/Procedures.uv
3292,rule.15.Pure-Ident,formal-rule,semantic-analysis,required,spec.procedures-contracts,54621,Compiler/Semantics/Declarations/Procedures.uv
3293,rule.15.Pure-Field,formal-rule,semantic-analysis,required,spec.procedures-contracts,54637,Compiler/Semantics/Declarations/Procedures.uv
3294,rule.15.Pure-Tuple-Access,formal-rule,semantic-analysis,required,spec.procedures-contracts,54653,Compiler/Semantics/Declarations/Procedures.uv
3295,rule.15.Pure-Index,formal-rule,semantic-analysis,required,spec.procedures-contracts,54669,Compiler/Semantics/Declarations/Procedures.uv
3296,rule.15.Pure-Unary,formal-rule,semantic-analysis,required,spec.procedures-contracts,54685,Compiler/Semantics/Declarations/Procedures.uv
3297,rule.15.Pure-Binary,formal-rule,semantic-analysis,required,spec.procedures-contracts,54701,Compiler/Semantics/Declarations/Procedures.uv
3298,def.15.PureOps,formal-definition,semantic-analysis,required,spec.procedures-contracts,54717,Compiler/Semantics/Declarations/Procedures.uv
3299,rule.15.Pure-Cast,formal-rule,semantic-analysis,required,spec.procedures-contracts,54730,Compiler/Semantics/Declarations/Procedures.uv
3300,rule.15.Pure-If,formal-rule,semantic-analysis,required,spec.procedures-contracts,54746,Compiler/Semantics/Declarations/Procedures.uv
3301,rule.15.Pure-If-Is,formal-rule,semantic-analysis,required,spec.procedures-contracts,54762,Compiler/Semantics/Declarations/Procedures.uv
3302,rule.15.Pure-If-Is-No-Else,formal-rule,semantic-analysis,required,spec.procedures-contracts,54778,Compiler/Semantics/Declarations/Procedures.uv
3303,rule.15.Pure-If-Case,formal-rule,semantic-analysis,required,spec.procedures-contracts,54794,Compiler/Semantics/Declarations/Procedures.uv
3304,rule.15.Pure-If-Case-No-Else,formal-rule,semantic-analysis,required,spec.procedures-contracts,54810,Compiler/Semantics/Declarations/Procedures.uv
3305,rule.15.Pure-Block,formal-rule,semantic-analysis,required,spec.procedures-contracts,54826,Compiler/Semantics/Declarations/Procedures.uv
3306,rule.15.Pure-Tuple,formal-rule,semantic-analysis,required,spec.procedures-contracts,54842,Compiler/Semantics/Declarations/Procedures.uv
3307,rule.15.Pure-Array,formal-rule,semantic-analysis,required,spec.procedures-contracts,54858,Compiler/Semantics/Declarations/Procedures.uv
3308,rule.15.Pure-Record,formal-rule,semantic-analysis,required,spec.procedures-contracts,54874,Compiler/Semantics/Declarations/Procedures.uv
3309,rule.15.Pure-Call-Builtin,formal-rule,semantic-analysis,required,spec.procedures-contracts,54890,Compiler/Semantics/Declarations/Procedures.uv
3310,rule.15.Pure-Call-Procedure,formal-rule,semantic-analysis,required,spec.procedures-contracts,54906,Compiler/Semantics/Declarations/Procedures.uv
3311,rule.15.Pure-Method-Const,formal-rule,semantic-analysis,required,spec.procedures-contracts,54922,Compiler/Semantics/Declarations/Procedures.uv
3312,rule.15.Pure-Comptime,formal-rule,semantic-analysis,required,spec.procedures-contracts,54938,Compiler/Semantics/Declarations/Procedures.uv
3313,def.15.ContractPurityHelperPredicates,formal-definition,semantic-analysis,required,spec.procedures-contracts,54954,Compiler/Semantics/Declarations/Procedures.uv
3314,req.15.ContractNeverPureForms,semantic-requirement,semantic-analysis,required,spec.procedures-contracts,54974,Compiler/Semantics/Declarations/Procedures.uv
3315,def.15.PreconditionEvaluationContext,formal-definition,semantic-analysis,required,spec.procedures-contracts,54987,Compiler/Semantics/Declarations/Procedures.uv
3316,def.15.PostconditionEvaluationContext,formal-definition,semantic-analysis,required,spec.procedures-contracts,55000,Compiler/Semantics/Declarations/Procedures.uv
3317,req.15.ContractClausesNoIndependentRuntimeEffect,dynamic-semantics,runtime,required,spec.procedures-contracts,55015,Compiler/Semantics/Declarations/Procedures.uv
3318,req.15.ContractClauseLoweringViaVerificationResults,lowering-requirement,lowering,required,spec.procedures-contracts,55030,Compiler/Semantics/Declarations/Procedures.uv
3319,diag.15.ContractClauses,diagnostic-requirement,diagnostics,required,spec.procedures-contracts,55045,Compiler/Semantics/Declarations/Procedures.uv
3320,req.15.PreconditionSyntaxDefinition,syntax-requirement,parsing,required,spec.procedures-contracts,55062,Compiler/Semantics/Declarations/Procedures.uv
3321,req.15.PreconditionsParsedByContractBody,syntax-requirement,parsing,required,spec.procedures-contracts,55077,Compiler/Semantics/Declarations/Procedures.uv
3322,def.15.PreconditionOf,formal-definition,semantic-analysis,required,spec.procedures-contracts,55092,Compiler/Semantics/Declarations/Procedures.uv
3323,def.15.PreconditionProofContext,formal-definition,semantic-analysis,required,spec.procedures-contracts,55109,Compiler/Semantics/Declarations/Procedures.uv
3324,rule.15.Pre-Satisfied,formal-rule,semantic-analysis,required,spec.procedures-contracts,55125,Compiler/Semantics/Declarations/Procedures.uv
3325,def.15.PreconditionElisionRules,formal-definition,semantic-analysis,required,spec.procedures-contracts,55141,Compiler/Semantics/Declarations/Procedures.uv
3326,req.15.CallerResponsibleForPrecondition,semantic-requirement,semantic-analysis,required,spec.procedures-contracts,55161,Compiler/Semantics/Declarations/Procedures.uv
3327,req.15.PreconditionRuntimeEvaluationOrder,dynamic-semantics,runtime,required,spec.procedures-contracts,55176,Compiler/Semantics/Declarations/Procedures.uv
3328,req.15.PreconditionCheckInsertionOwnedByVerificationLogic,lowering-requirement,lowering,required,spec.procedures-contracts,55191,Compiler/Semantics/Declarations/Procedures.uv
3329,diag.15.Preconditions,diagnostic-requirement,diagnostics,required,spec.procedures-contracts,55206,Compiler/Semantics/Declarations/Procedures.uv
3330,grammar.15.Postconditions,grammar,parsing,required,spec.procedures-contracts,55223,Compiler/Semantics/Declarations/Procedures.uv
3331,rule.15.Parse-Contract-Result,formal-rule,parsing,required,spec.procedures-contracts,55241,Compiler/Semantics/Declarations/Procedures.uv
3332,rule.15.Parse-Contract-Entry,formal-rule,parsing,required,spec.procedures-contracts,55257,Compiler/Semantics/Declarations/Procedures.uv
3333,def.15.ContractIntrinsicAst,formal-definition,ast,required,spec.procedures-contracts,55275,Compiler/Semantics/Declarations/Procedures.uv
3334,def.15.PostconditionOf,formal-definition,semantic-analysis,required,spec.procedures-contracts,55288,Compiler/Semantics/Declarations/Procedures.uv
3335,def.15.PostconditionProofContext,formal-definition,semantic-analysis,required,spec.procedures-contracts,55305,Compiler/Semantics/Declarations/Procedures.uv
3336,rule.15.Post-Valid,formal-rule,semantic-analysis,required,spec.procedures-contracts,55320,Compiler/Semantics/Declarations/Procedures.uv
3337,def.15.PostconditionElisionRules,formal-definition,semantic-analysis,required,spec.procedures-contracts,55336,Compiler/Semantics/Declarations/Procedures.uv
3338,req.15.ContractResultProperties,semantic-requirement,semantic-analysis,required,spec.procedures-contracts,55356,Compiler/Semantics/Declarations/Procedures.uv
3339,rule.15.Result-Union-Type,formal-rule,semantic-analysis,required,spec.procedures-contracts,55373,Compiler/Semantics/Declarations/Procedures.uv
3340,rule.15.Result-Is-Predicate,formal-rule,semantic-analysis,required,spec.procedures-contracts,55389,Compiler/Semantics/Declarations/Procedures.uv
3341,rule.15.Result-Narrowing,formal-rule,semantic-analysis,required,spec.procedures-contracts,55405,Compiler/Semantics/Declarations/Procedures.uv
3342,rule.15.Propagate-Postcondition,formal-rule,semantic-analysis,required,spec.procedures-contracts,55421,Compiler/Semantics/Declarations/Procedures.uv
3343,rule.15.Result-Modal,formal-rule,semantic-analysis,required,spec.procedures-contracts,55437,Compiler/Semantics/Declarations/Procedures.uv
3344,rule.15.Result-Generic,formal-rule,semantic-analysis,required,spec.procedures-contracts,55453,Compiler/Semantics/Declarations/Procedures.uv
3345,rule.15.Result-Generic-Constraint,formal-rule,semantic-analysis,required,spec.procedures-contracts,55469,Compiler/Semantics/Declarations/Procedures.uv
3346,req.15.ContractEntryConstraints,semantic-requirement,semantic-analysis,required,spec.procedures-contracts,55485,Compiler/Semantics/Declarations/Procedures.uv
3347,rule.15.Entry-Type,formal-rule,semantic-analysis,required,spec.procedures-contracts,55503,Compiler/Semantics/Declarations/Procedures.uv
3348,req.15.PostconditionResultRuntimeBinding,dynamic-semantics,runtime,required,spec.procedures-contracts,55521,Compiler/Semantics/Declarations/Procedures.uv
3349,req.15.ContractEntryRuntimeCapture,dynamic-semantics,runtime,required,spec.procedures-contracts,55534,Compiler/Semantics/Declarations/Procedures.uv
3350,def.15.EntryCaptureTiming,formal-definition,runtime,required,spec.procedures-contracts,55551,Compiler/Semantics/Declarations/Procedures.uv
3351,rule.15.EntryCapturePhase,formal-rule,runtime,required,spec.procedures-contracts,55571,Compiler/Semantics/Declarations/Procedures.uv
3352,def.15.EntryCaptureValue,formal-definition,runtime,required,spec.procedures-contracts,55588,Compiler/Semantics/Declarations/Procedures.uv
3353,req.15.PostconditionLoweringRepresentation,lowering-requirement,lowering,required,spec.procedures-contracts,55603,Compiler/Semantics/Declarations/Procedures.uv
3354,diag.15.Postconditions,diagnostic-requirement,diagnostics,required,spec.procedures-contracts,55618,Compiler/Semantics/Declarations/Procedures.uv
3355,grammar.15.Invariants,grammar,parsing,required,spec.procedures-contracts,55635,Compiler/Semantics/Declarations/Procedures.uv
3356,rule.15.Parse-InvariantOpt-None,formal-rule,parsing,required,spec.procedures-contracts,55653,Compiler/Semantics/Declarations/Procedures.uv
3357,rule.15.Parse-InvariantOpt-Yes,formal-rule,parsing,required,spec.procedures-contracts,55669,Compiler/Semantics/Declarations/Procedures.uv
3358,rule.15.ParseLoopInvariantOpt,formal-rule,parsing,required,spec.procedures-contracts,55685,Compiler/Semantics/Declarations/Procedures.uv
3359,def.15.InvariantAst,formal-definition,ast,required,spec.procedures-contracts,55700,Compiler/Semantics/Declarations/Procedures.uv
3360,def.15.TypeInvariantAstExtensions,formal-definition,ast,required,spec.procedures-contracts,55714,Compiler/Semantics/Declarations/Procedures.uv
3361,def.15.LoopInvariantAstPreservation,formal-definition,ast,required,spec.procedures-contracts,55729,Compiler/Semantics/Declarations/Procedures.uv
3362,def.15.TypeInvariantContext,formal-definition,semantic-analysis,required,spec.procedures-contracts,55744,Compiler/Semantics/Declarations/Procedures.uv
3363,def.15.TypeInvariantEnforcementPoints,formal-definition,semantic-analysis,required,spec.procedures-contracts,55761,Compiler/Semantics/Declarations/Procedures.uv
3364,req.15.TypeInvariantsForbidPublicMutableFields,semantic-requirement,semantic-analysis,required,spec.procedures-contracts,55778,Compiler/Semantics/Declarations/Procedures.uv
3365,req.15.PrivateProceduresExemptFromTypeInvariantPreCall,semantic-requirement,semantic-analysis,required,spec.procedures-contracts,55791,Compiler/Semantics/Declarations/Procedures.uv
3366,def.15.LoopInvariantEnforcementPoints,formal-definition,semantic-analysis,required,spec.procedures-contracts,55804,Compiler/Semantics/Declarations/Procedures.uv
3367,req.15.LoopInvariantExitFact,semantic-requirement,semantic-analysis,required,spec.procedures-contracts,55821,Compiler/Semantics/Declarations/Procedures.uv
3368,req.15.InvariantVerificationModeRules,semantic-requirement,semantic-analysis,required,spec.procedures-contracts,55834,Compiler/Semantics/Declarations/Procedures.uv
3369,req.15.InvariantRuntimeChecks,dynamic-semantics,runtime,required,spec.procedures-contracts,55849,Compiler/Semantics/Declarations/Procedures.uv
3370,req.15.InvariantLoweringViaVerificationLogic,lowering-requirement,lowering,required,spec.procedures-contracts,55864,Compiler/Semantics/Declarations/Procedures.uv
3371,diag.15.Invariants,diagnostic-requirement,diagnostics,required,spec.procedures-contracts,55879,Compiler/Semantics/Declarations/Procedures.uv
3372,req.15.VerificationLogicNoSurfaceSyntax,syntax-requirement,parsing,required,spec.procedures-contracts,55896,Compiler/Semantics/Declarations/Procedures.uv
3373,req.15.VerificationLogicNotParserOwned,syntax-requirement,parsing,required,spec.procedures-contracts,55911,Compiler/Semantics/Declarations/Procedures.uv
3374,def.15.ContractKind,formal-definition,semantic-analysis,required,spec.procedures-contracts,55926,Compiler/Semantics/Declarations/Procedures.uv
3375,def.15.VerificationFact,formal-definition,semantic-analysis,required,spec.procedures-contracts,55939,Compiler/Semantics/Declarations/Procedures.uv
3376,def.15.CheckState,formal-definition,runtime,required,spec.procedures-contracts,55952,Compiler/Semantics/Declarations/Procedures.uv
3377,def.15.ContractCheck,formal-definition,lowering,required,spec.procedures-contracts,55965,Compiler/Semantics/Declarations/Procedures.uv
3378,def.15.DynamicScopeAndContext,formal-definition,semantic-analysis,required,spec.procedures-contracts,55980,Compiler/Semantics/Declarations/Procedures.uv
3379,rule.15.Contract-Static-OK,formal-rule,semantic-analysis,required,spec.procedures-contracts,56001,Compiler/Semantics/Declarations/Procedures.uv
3380,rule.15.Contract-Static-Fail,formal-rule,semantic-analysis,required,spec.procedures-contracts,56017,Compiler/Semantics/Declarations/Procedures.uv
3381,rule.15.Contract-Dynamic-Elide,formal-rule,semantic-analysis,required,spec.procedures-contracts,56033,Compiler/Semantics/Declarations/Procedures.uv
3382,rule.15.Contract-Dynamic-Check,formal-rule,semantic-analysis,required,spec.procedures-contracts,56049,Compiler/Semantics/Declarations/Procedures.uv
3383,req.15.MandatoryProofTechniques,semantic-requirement,semantic-analysis,required,spec.procedures-contracts,56065,Compiler/Semantics/Declarations/Procedures.uv
3384,def.15.ProofContextAt,formal-definition,semantic-analysis,required,spec.procedures-contracts,56085,Compiler/Semantics/Declarations/Procedures.uv
3385,def.15.DecidablePredicates,formal-definition,semantic-analysis,required,spec.procedures-contracts,56106,Compiler/Semantics/Declarations/Procedures.uv
3386,rule.15.Ent-True,formal-rule,semantic-analysis,required,spec.procedures-contracts,56126,Compiler/Semantics/Declarations/Procedures.uv
3387,rule.15.Ent-Fact,formal-rule,semantic-analysis,required,spec.procedures-contracts,56142,Compiler/Semantics/Declarations/Procedures.uv
3388,rule.15.Ent-And,formal-rule,semantic-analysis,required,spec.procedures-contracts,56158,Compiler/Semantics/Declarations/Procedures.uv
3389,rule.15.Ent-Or-L,formal-rule,semantic-analysis,required,spec.procedures-contracts,56174,Compiler/Semantics/Declarations/Procedures.uv
3390,rule.15.Ent-Or-R,formal-rule,semantic-analysis,required,spec.procedures-contracts,56190,Compiler/Semantics/Declarations/Procedures.uv
3391,rule.15.Ent-Linear,formal-rule,semantic-analysis,required,spec.procedures-contracts,56206,Compiler/Semantics/Declarations/Procedures.uv
3392,def.15.LinearIntegerEntailment,formal-definition,semantic-analysis,required,spec.procedures-contracts,56222,Compiler/Semantics/Declarations/Procedures.uv
3393,req.15.LinearEntailmentSoundAndComplete,semantic-requirement,semantic-analysis,required,spec.procedures-contracts,56245,Compiler/Semantics/Declarations/Procedures.uv
3394,def.15.StaticProofAt,formal-definition,semantic-analysis,required,spec.procedures-contracts,56258,Compiler/Semantics/Declarations/Procedures.uv
3395,def.15.NegFact,formal-definition,semantic-analysis,required,spec.procedures-contracts,56271,Compiler/Semantics/Declarations/Procedures.uv
3396,req.15.VerificationFactsNoRuntimeRepresentation,semantic-requirement,semantic-analysis,required,spec.procedures-contracts,56293,Compiler/Semantics/Declarations/Procedures.uv
3397,rule.15.Fact-Dominate,formal-rule,semantic-analysis,required,spec.procedures-contracts,56310,Compiler/Semantics/Declarations/Procedures.uv
3398,req.15.FactGeneration,semantic-requirement,semantic-analysis,required,spec.procedures-contracts,56326,Compiler/Semantics/Declarations/Procedures.uv
3399,req.15.TypeNarrowingFromFacts,semantic-requirement,semantic-analysis,required,spec.procedures-contracts,56349,Compiler/Semantics/Declarations/Procedures.uv
3400,def.15.ContractEnvironments,formal-definition,runtime,required,spec.procedures-contracts,56364,Compiler/Semantics/Declarations/Procedures.uv
3401,rule.15.Check-True,formal-rule,runtime,required,spec.procedures-contracts,56381,Compiler/Semantics/Declarations/Procedures.uv
3402,rule.15.Check-False,formal-rule,runtime,required,spec.procedures-contracts,56397,Compiler/Semantics/Declarations/Procedures.uv
3403,rule.15.Check-Panic,formal-rule,runtime,required,spec.procedures-contracts,56413,Compiler/Semantics/Declarations/Procedures.uv
3404,rule.15.Check-Ok,formal-rule,runtime,required,spec.procedures-contracts,56429,Compiler/Semantics/Declarations/Procedures.uv
3405,rule.15.Check-Fail,formal-rule,runtime,required,spec.procedures-contracts,56445,Compiler/Semantics/Declarations/Procedures.uv
3406,req.15.DynamicChecksInjectFacts,dynamic-semantics,runtime,required,spec.procedures-contracts,56461,Compiler/Semantics/Declarations/Procedures.uv
3407,def.15.RuntimeCheckInsertionPointsIntro,formal-definition,lowering,required,spec.procedures-contracts,56476,Compiler/Semantics/Declarations/Procedures.uv
3408,rule.15.Insert-Precondition-Check,formal-rule,lowering,required,spec.procedures-contracts,56489,Compiler/Semantics/Declarations/Procedures.uv
3409,rule.15.Insert-Postcondition-Check,formal-rule,lowering,required,spec.procedures-contracts,56505,Compiler/Semantics/Declarations/Procedures.uv
3410,rule.15.Insert-TypeInv-Construction-Check,formal-rule,lowering,required,spec.procedures-contracts,56521,Compiler/Semantics/Declarations/Procedures.uv
3411,rule.15.Insert-TypeInv-PreCall-Check,formal-rule,lowering,required,spec.procedures-contracts,56537,Compiler/Semantics/Declarations/Procedures.uv
3412,rule.15.Insert-TypeInv-PostCall-Check,formal-rule,lowering,required,spec.procedures-contracts,56553,Compiler/Semantics/Declarations/Procedures.uv
3413,rule.15.Insert-LoopInv-Init-Check,formal-rule,lowering,required,spec.procedures-contracts,56569,Compiler/Semantics/Declarations/Procedures.uv
3414,rule.15.Insert-LoopInv-Maintenance-Check,formal-rule,lowering,required,spec.procedures-contracts,56585,Compiler/Semantics/Declarations/Procedures.uv
3415,rule.15.Insert-Refinement-Check,formal-rule,lowering,required,spec.procedures-contracts,56601,Compiler/Semantics/Declarations/Procedures.uv
3416,diag.15.VerificationLogic,diagnostic-requirement,diagnostics,required,spec.procedures-contracts,56619,Compiler/Semantics/Declarations/Procedures.uv
3417,req.15.BehavioralSubtypingNoSurfaceSyntax,syntax-requirement,parsing,required,spec.procedures-contracts,56636,Compiler/Semantics/Declarations/Procedures.uv
3418,req.15.BehavioralSubtypingNotParserOwned,syntax-requirement,parsing,required,spec.procedures-contracts,56651,Compiler/Semantics/Declarations/Procedures.uv
3419,def.15.BehavioralSubtypingRelationship,formal-definition,semantic-analysis,required,spec.procedures-contracts,56666,Compiler/Semantics/Declarations/Procedures.uv
3420,req.15.BehavioralSubtypingLiskovRequirement,semantic-requirement,semantic-analysis,required,spec.procedures-contracts,56681,Compiler/Semantics/Declarations/Procedures.uv
3421,req.15.BehavioralSubtypingPreconditionRule,semantic-requirement,semantic-analysis,required,spec.procedures-contracts,56694,Compiler/Semantics/Declarations/Procedures.uv
3422,req.15.BehavioralSubtypingPostconditionRule,semantic-requirement,semantic-analysis,required,spec.procedures-contracts,56710,Compiler/Semantics/Declarations/Procedures.uv
3423,req.15.BehavioralSubtypingVerificationStrategy,semantic-requirement,semantic-analysis,required,spec.procedures-contracts,56726,Compiler/Semantics/Declarations/Procedures.uv
3424,req.15.BehavioralSubtypingNoRuntimeChecks,semantic-requirement,semantic-analysis,required,spec.procedures-contracts,56742,Compiler/Semantics/Declarations/Procedures.uv
3425,req.15.BehavioralSubtypingNoAdditionalRuntimeSemantics,dynamic-semantics,runtime,required,spec.procedures-contracts,56757,Compiler/Semantics/Declarations/Procedures.uv
3426,req.15.BehavioralSubtypingLoweringNoExtraChecks,lowering-requirement,lowering,required,spec.procedures-contracts,56772,Compiler/Semantics/Declarations/Procedures.uv
3427,diag.15.BehavioralSubtyping,diagnostic-requirement,diagnostics,required,spec.procedures-contracts,56787,Compiler/Semantics/Declarations/Procedures.uv
3428,diag.15.ProcedureContractEntryDiagnosticsOwnership,diagnostic-requirement,diagnostics,required,spec.procedures-contracts,56802,Compiler/Semantics/Declarations/Procedures.uv
3429,diag-table.15.ProcedureContractEntryDiagnostics,diagnostic-table,diagnostics,required,spec.procedures-contracts,56815,Compiler/Semantics/Declarations/Procedures.uv
3430,grammar.16.LiteralAndNameExpressions,grammar,parsing,required,spec.expressions,56860,Compiler/Semantics/Expressions/ExpressionCheck.uv
3431,req.16.QualifiedApplicationOwnership,syntax-requirement,parsing,required,spec.expressions,56878,Compiler/Semantics/Expressions/ExpressionCheck.uv
3432,rule.16.Parse-Literal-Expr,formal-rule,parsing,required,spec.expressions,56893,Compiler/Semantics/Expressions/ExpressionCheck.uv
3433,rule.16.Parse-Null-Ptr,formal-rule,parsing,required,spec.expressions,56909,Compiler/Semantics/Expressions/ExpressionCheck.uv
3434,rule.16.Parse-Identifier-Expr,formal-rule,parsing,required,spec.expressions,56925,Compiler/Semantics/Expressions/ExpressionCheck.uv
3435,rule.16.Parse-Qualified-Name,formal-rule,parsing,required,spec.expressions,56941,Compiler/Semantics/Expressions/ExpressionCheck.uv
3436,def.16.LiteralKindAndToken,formal-definition,ast,required,spec.expressions,56959,Compiler/Semantics/Expressions/ExpressionCheck.uv
3437,def.16.LiteralNameExprAst,formal-definition,ast,required,spec.expressions,56973,Compiler/Semantics/Expressions/ExpressionCheck.uv
3438,def.16.QualifiedNameResolution,formal-definition,name-resolution,required,spec.expressions,56987,Compiler/Semantics/Expressions/ExpressionCheck.uv
3439,def.16.ValuePathType,formal-definition,semantic-analysis,required,spec.expressions,57005,Compiler/Semantics/Expressions/ExpressionCheck.uv
3440,def.16.NumericLiteralTypeSets,formal-definition,semantic-analysis,required,spec.expressions,57028,Compiler/Semantics/Expressions/ExpressionCheck.uv
3441,def.16.NumericLiteralParsingHelpers,formal-definition,semantic-analysis,required,spec.expressions,57045,Compiler/Semantics/Expressions/ExpressionCheck.uv
3442,rule.16.T-Int-Literal-Suffix,formal-rule,semantic-analysis,required,spec.expressions,57072,Compiler/Semantics/Expressions/ExpressionCheck.uv
3443,rule.16.T-Int-Literal-Default,formal-rule,semantic-analysis,required,spec.expressions,57088,Compiler/Semantics/Expressions/ExpressionCheck.uv
3444,rule.16.T-Float-Literal-Explicit,formal-rule,semantic-analysis,required,spec.expressions,57104,Compiler/Semantics/Expressions/ExpressionCheck.uv
3445,rule.16.T-Float-Literal-Infer,formal-rule,semantic-analysis,required,spec.expressions,57120,Compiler/Semantics/Expressions/ExpressionCheck.uv
3446,rule.16.T-Bool-Literal,formal-rule,semantic-analysis,required,spec.expressions,57136,Compiler/Semantics/Expressions/ExpressionCheck.uv
3447,rule.16.T-Char-Literal,formal-rule,semantic-analysis,required,spec.expressions,57152,Compiler/Semantics/Expressions/ExpressionCheck.uv
3448,rule.16.T-String-Literal,formal-rule,semantic-analysis,required,spec.expressions,57168,Compiler/Semantics/Expressions/ExpressionCheck.uv
3449,rule.16.Syn-Literal,formal-rule,semantic-analysis,required,spec.expressions,57184,Compiler/Semantics/Expressions/ExpressionCheck.uv
3450,def.16.NullLiteralExpected,formal-definition,semantic-analysis,required,spec.expressions,57200,Compiler/Semantics/Expressions/ExpressionCheck.uv
3451,rule.16.Chk-Int-Literal,formal-rule,semantic-analysis,required,spec.expressions,57213,Compiler/Semantics/Expressions/ExpressionCheck.uv
3452,rule.16.Chk-Float-Literal-Explicit,formal-rule,semantic-analysis,required,spec.expressions,57229,Compiler/Semantics/Expressions/ExpressionCheck.uv
3453,rule.16.Chk-Float-Literal-Infer,formal-rule,semantic-analysis,required,spec.expressions,57245,Compiler/Semantics/Expressions/ExpressionCheck.uv
3454,rule.16.Chk-Null-Literal,formal-rule,semantic-analysis,required,spec.expressions,57261,Compiler/Semantics/Expressions/ExpressionCheck.uv
3455,def.16.PtrNullExpected,formal-definition,semantic-analysis,required,spec.expressions,57277,Compiler/Semantics/Expressions/ExpressionCheck.uv
3456,rule.16.Chk-Null-Ptr,formal-rule,semantic-analysis,required,spec.expressions,57290,Compiler/Semantics/Expressions/ExpressionCheck.uv
3457,rule.16.Syn-PtrNull-Err,formal-rule,semantic-analysis,required,spec.expressions,57306,Compiler/Semantics/Expressions/ExpressionCheck.uv
3458,rule.16.Chk-PtrNull-Err,formal-rule,semantic-analysis,required,spec.expressions,57322,Compiler/Semantics/Expressions/ExpressionCheck.uv
3459,rule.16.T-Ident,formal-rule,semantic-analysis,required,spec.expressions,57338,Compiler/Semantics/Expressions/ExpressionCheck.uv
3460,rule.16.T-Path-Value,formal-rule,semantic-analysis,required,spec.expressions,57354,Compiler/Semantics/Expressions/ExpressionCheck.uv
3461,rule.16.Expr-Unresolved-Err,formal-rule,semantic-analysis,required,spec.expressions,57370,Compiler/Semantics/Expressions/ExpressionCheck.uv
3462,req.16.QualifiedNameEliminatedBeforeTyping,semantic-requirement,semantic-analysis,required,spec.expressions,57386,Compiler/Semantics/Expressions/ExpressionCheck.uv
3463,def.16.EvaluationJudgements,formal-definition,runtime,required,spec.expressions,57401,Compiler/Semantics/Expressions/ExpressionCheck.uv
3464,def.16.LiteralRuntimeValues,formal-definition,runtime,required,spec.expressions,57416,Compiler/Semantics/Expressions/ExpressionCheck.uv
3465,rule.16.EvalSigma-Literal,formal-rule,runtime,required,spec.expressions,57437,Compiler/Semantics/Expressions/ExpressionCheck.uv
3466,rule.16.EvalSigma-PtrNull,formal-rule,runtime,required,spec.expressions,57453,Compiler/Semantics/Expressions/ExpressionCheck.uv
3467,rule.16.EvalSigma-Ident,formal-rule,runtime,required,spec.expressions,57468,Compiler/Semantics/Expressions/ExpressionCheck.uv
3468,rule.16.EvalSigma-Path,formal-rule,runtime,required,spec.expressions,57484,Compiler/Semantics/Expressions/ExpressionCheck.uv
3469,rule.16.EvalSigma-ErrorExpr,formal-rule,runtime,required,spec.expressions,57500,Compiler/Semantics/Expressions/ExpressionCheck.uv
3470,req.16.NamePathEvaluationMayPanicForPoisonedModules,semantic-requirement,runtime,allowed,spec.expressions,57515,Compiler/Semantics/Expressions/ExpressionCheck.uv
3471,rule.16.Lower-Expr-Literal,formal-rule,lowering,required,spec.expressions,57530,Compiler/Semantics/Expressions/ExpressionCheck.uv
3472,rule.16.Lower-Expr-PtrNull,formal-rule,lowering,required,spec.expressions,57546,Compiler/Semantics/Expressions/ExpressionCheck.uv
3473,rule.16.Lower-Expr-Ident-Local,formal-rule,lowering,required,spec.expressions,57561,Compiler/Semantics/Expressions/ExpressionCheck.uv
3474,rule.16.Lower-Expr-Ident-Path,formal-rule,lowering,required,spec.expressions,57577,Compiler/Semantics/Expressions/ExpressionCheck.uv
3475,rule.16.Lower-Expr-Path,formal-rule,lowering,required,spec.expressions,57593,Compiler/Semantics/Expressions/ExpressionCheck.uv
3476,rule.16.Lower-Expr-Error,formal-rule,lowering,required,spec.expressions,57608,Compiler/Semantics/Expressions/ExpressionCheck.uv
3477,diag.16.LiteralAndNameExpressions,diagnostic-requirement,diagnostics,required,spec.expressions,57625,Compiler/Semantics/Expressions/ExpressionCheck.uv
3478,grammar.16.AccessAndPlaceExpressions,grammar,parsing,required,spec.expressions,57642,Compiler/Semantics/Expressions/ExpressionCheck.uv
3479,req.16.AccessPostfixOwnership,semantic-requirement,parsing,required,spec.expressions,57658,Compiler/Semantics/Expressions/ExpressionCheck.uv
3480,rule.16.Postfix-Field,formal-rule,parsing,required,spec.expressions,57673,Compiler/Semantics/Expressions/ExpressionCheck.uv
3481,rule.16.Postfix-TupleIndex,formal-rule,parsing,required,spec.expressions,57689,Compiler/Semantics/Expressions/ExpressionCheck.uv
3482,rule.16.Postfix-Index,formal-rule,parsing,required,spec.expressions,57705,Compiler/Semantics/Expressions/ExpressionCheck.uv
3483,def.16.IsPlace,formal-definition,parsing,required,spec.expressions,57721,Compiler/Semantics/Expressions/ExpressionCheck.uv
3484,rule.16.Parse-Place-Deref,formal-rule,parsing,required,spec.expressions,57734,Compiler/Semantics/Expressions/ExpressionCheck.uv
